points,passing_yds,passing_int,passing_times_sacked,rushing_yds,fmb,punts_yds,penalty_yds,def_passing_yds,def_passing_int,def_passing_times_sacked,def_rushing_yds,def_fmb,pass_play_percentage,def_pass_play_percentage,drives,def_drives,tds_per_yard,def_tds_per_yard,fg_percentage,home_game
40,217.972,0.356,2.746,143.566,0.455,220.836,63.198,264.533,0.712,2.186,105.535,0.706,46.924,56.959,9.535,9.127,82.962,82.186,69.368,0
37,217.984,0.993,2.03,90.757,0.863,269.569,59.947,219.761,0.564,1.805,126.074,0.577,61.582,54.569,9.444,8.704,61.198,64.531,60.884,1
24,217.987,1.61,1.534,124.206,0.59,211.975,45.369,210.978,0.943,2.141,139.412,0.608,56.872,48.939,8.474,8.571,61.56,54.308,55.389,1
21,217.998,0.927,3.004,95.115,0.895,249.497,55.056,265.202,0.721,1.956,118.733,0.42,57.535,57.037,8.687,10.077,54.448,67.556,67.767,0
31,218.005,0.527,2.086,112.082,1.195,193.904,58.889,238.98,1.149,2.259,107.797,0.566,56.086,58.847,8.705,8.131,62.295,74.262,75.165,0
17,218.009,0.684,2.317,117.047,0.456,240.042,56.103,218.661,0.935,2.716,111.019,0.497,54.114,55.578,9.532,9.994,67.61,58.864,79.597,0
17,218.022,1.085,2.853,97.627,0.383,190.881,39.01,246.604,0.3,1.892,116.024,0.482,57.503,55.372,8.001,8.592,64.731,75.977,90.573,0
38,218.056,1.033,2.858,107.836,0.622,185.954,48.294,227.507,1.309,1.793,110.662,0.75,51.996,57.449,8.581,7.703,68.111,63.432,70.66,0
42,218.065,0.649,2.24,149.922,0.49,145.386,57.376,209.02,0.788,1.832,120.883,0.477,49.763,54.155,7.724,7.824,71.437,77.504,70.21,1
0,218.083,0.803,1.731,141.629,0.763,164.72,53.179,217.421,1.095,2.562,113.951,0.784,52.008,56.03,9.089,8.765,67.31,56.081,69.908,1
25,218.089,1.086,2.836,99.367,0.784,238.602,56.776,247.445,0.734,1.793,121.247,0.556,57.832,53.857,9.166,8.903,51.931,63.73,69.147,1
14,218.095,1.576,2.049,91.573,0.658,235.708,41.986,222.592,1.244,2.591,101.288,0.568,58.038,57.661,8.871,9.901,63.955,63.463,55.579,0
27,218.103,1.11,2.267,97.358,0.883,237.098,52.418,248.892,0.643,2.258,138.433,1.011,54.276,50.907,9.828,8.933,63.596,76.348,84.239,0
25,218.109,0.987,1.939,123.543,0.533,242.938,57.904,242.979,0.768,3.067,92.931,0.553,51.456,59.029,9.262,9.213,50.508,55.953,80.478,0
20,218.115,0.847,2.268,152.928,0.586,145.114,54.482,248.916,0.541,1.574,135.112,0.276,48.264,51.789,7.94,8.979,85.926,76.844,55.646,0
13,218.137,0.584,2.184,109.668,0.952,196.609,57.382,179.203,0.434,2.254,105.158,0.565,56.133,52.948,8.804,9.039,69.414,62.333,79.049,0
21,218.139,0.954,2.346,122.721,0.735,174.096,68.921,235.044,0.642,2.379,126.8,0.498,55.278,53.551,8.34,8.78,58.546,71.999,76.871,0
13,218.157,0.758,2.141,87.109,0.427,224.242,43.05,216.266,0.671,2.123,126.818,0.311,57.086,51.75,8.772,8.873,55.984,81.917,88.95,1
22,218.171,0.734,2.131,107.879,0.509,198.561,51.611,231.76,0.827,2.267,112.441,0.288,53.043,56.617,8.667,8.269,64.244,60.295,68.412,1
6,218.176,0.853,2.766,103.898,0.459,219.828,49.594,229.761,0.741,2.27,141.8,0.481,58.478,51.684,8.513,8.296,58.471,70.755,77.31,1
13,218.181,0.514,3.21,148.716,0.667,222.686,59.931,255.276,0.553,2.582,129.881,0.609,48.028,54.515,9.592,8.873,78.055,72.287,76.558,0
23,218.2,0.998,2.393,91.006,0.311,211.678,58.376,244.277,0.689,2.915,88.216,0.559,59.957,60.764,8.516,8.262,64.946,82.595,77.234,0
16,218.203,1.052,1.763,114.565,0.538,208.964,58.797,207.919,0.644,2.179,123.046,0.786,56.29,56.224,8.724,8.287,53.846,56.755,76.984,1
28,218.231,1.569,1.682,115.52,0.656,209.646,44.481,196.438,1.054,2.385,102.719,0.903,58.061,53.642,8.314,9.678,53.747,63.448,64.936,1
24,218.248,1.061,2.42,100.942,0.728,221.64,56.547,228.113,1.07,1.807,104.289,0.61,55.487,57.043,8.939,8.548,65.148,75.318,51.245,1
8,218.258,0.952,1.801,107.196,0.767,206.732,47.753,238.092,1.056,2.546,90.276,0.654,53.877,56.4,8.88,9.625,62.73,57.666,64.125,0
45,218.27,1.05,2.291,114.715,0.584,208.879,46.202,231.079,0.759,2.039,120.944,0.528,52.527,54.476,9.07,9.402,64.549,72.404,80.997,0
20,218.288,1.27,3.424,78.626,0.735,209.834,43.556,174.888,1.019,1.974,102.96,0.879,61.652,51.902,8.52,8.39,61.458,58.858,73.135,0
27,218.29,1.296,2.207,97.929,0.671,194.523,55.716,206.302,1.31,1.904,127.504,0.803,56.968,53.723,8.325,7.909,56.315,61.845,62.845,0
31,218.292,1.119,2.548,110.861,1.072,209.436,69.361,220.644,1.123,2.98,117.919,0.885,54.765,53.376,8.888,8.767,59.107,68.56,68.52,0
21,218.297,0.971,1.792,97.856,0.759,228.74,36.031,240.237,1.188,2.119,94.716,0.745,58.621,59.205,8.72,9.467,55.999,58.28,76.004,1
17,218.318,1.23,2.195,118.157,0.645,214.17,54.367,248.686,0.632,1.793,122.089,0.391,56.075,52.187,8.979,9.598,53.689,86.787,82.353,1
16,218.323,0.665,2.533,131.222,0.592,233.474,71.937,235.953,0.702,1.968,110.002,0.402,51.271,55.781,9.567,8.773,64.001,65.116,78.082,0
19,218.343,1.097,1.654,98.179,0.692,232.422,35.134,208.975,1.106,2.487,100.515,0.467,58.743,57.349,8.642,8.795,59.96,62.886,71.252,0
43,218.349,1.155,2.568,82.622,1.063,250.054,55.214,219.158,0.667,1.752,141.671,0.565,63.926,48.995,8.676,9.189,52.791,74.519,78.455,0
35,218.353,0.904,2.552,113.842,0.732,244.206,53.787,246.746,0.789,2.081,111.443,0.669,55.404,57.604,8.846,9.219,66.769,69.518,67.157,1
20,218.355,0.878,1.605,123.589,0.542,172.667,41.098,195.022,1.245,1.803,141.793,0.644,51.756,48.648,8.445,9.156,70.122,69.824,67.296,1
38,218.375,0.755,1.727,136.96,0.609,176.227,52.696,211.367,0.893,2.355,132.013,0.966,49.666,51.6,9.126,9.002,84.736,76.566,72.492,0
26,218.375,0.637,2.404,155.721,0.298,162.892,48.538,218.212,1.223,2.851,123.382,0.534,48.772,56.695,8.076,8.333,74.513,55.473,73.261,0
26,218.377,0.809,2.069,127.277,0.596,171.798,45.993,288.963,0.984,1.995,107.337,0.868,52.303,61.595,8.402,8.156,76.666,62.381,73.291,1
24,218.378,1.106,1.952,122.238,0.607,185.746,55.286,215.182,0.928,2.716,92.366,0.903,54.025,56.171,8.459,8.897,62.288,75.36,68.053,1
24,218.379,0.711,2.405,129.091,0.824,189.319,42.711,195.166,0.888,2.184,110.083,0.953,54.654,54.121,8.393,8.328,66.196,50.032,54.009,1
3,218.383,1.166,3.045,135.595,0.608,179.824,43.944,191.582,0.746,2.087,125.458,0.824,47.599,47.705,8.725,8.846,75.143,72.1,66.778,0
13,218.387,0.841,2.728,107.647,0.588,200.203,37.778,252.536,0.808,2.574,94.944,0.645,59.592,58.108,8.711,9.277,64.113,62.901,73.905,0
27,218.395,0.801,2.066,148.727,0.52,180.349,56.167,207.561,0.543,2.386,126.896,0.438,49.764,49.825,8.815,9.324,66.392,78.821,78.164,0
32,218.409,0.719,1.698,138.777,0.596,174.37,52.473,168.018,0.965,1.808,140.439,0.46,49.09,47.611,9.003,9.145,85.063,54.468,73.024,0
27,218.419,0.883,1.782,104.851,0.618,189.246,52.828,253.981,0.912,2.234,116.649,0.539,56.237,57.451,8.378,8.208,73.892,69.565,89.33,1
6,218.429,0.709,1.631,104.922,0.421,158.852,35.965,185.631,0.631,1.979,111.782,0.449,54.051,51.949,8.327,9.224,67.33,68.749,77.038,1
3,218.433,1.147,1.862,106.148,0.696,250.04,47.016,204.867,1.038,2.555,91.6,0.792,54.186,55.483,9.601,8.537,63.289,52.114,79.297,0
24,218.44,1.275,2.084,107.968,0.635,189.471,55.698,226.061,1.451,2.355,130.269,0.982,55.583,56.539,8.395,8.536,61.304,60.035,65.635,0
30,218.443,0.811,3.04,84.193,0.585,216.47,47.585,243.535,0.493,1.669,133.518,0.208,58.653,51.194,8.166,9.092,57.823,77.753,62.323,1
23,218.457,1.242,2.762,114.965,0.671,231.852,58.934,266.671,0.954,1.885,114.534,0.722,56.1,59.04,8.918,8.484,53.645,61.309,73.337,0
15,218.47,1.254,1.918,112.564,0.878,193.515,60.11,247.099,1.204,2.511,99.49,0.628,57.122,58.887,8.255,8.758,52.163,62.987,82.333,0
14,218.471,1.186,2.369,119.676,0.676,186.871,55.927,212.271,1.422,2.403,99.155,0.671,51.551,58.912,9.027,8.349,66.417,64.239,65.639,1
34,218.476,1.49,1.488,125.012,0.737,227.447,44.087,257.865,0.761,1.649,126.937,0.521,56.067,54.838,8.67,9.275,61.94,62.729,62.749,0
13,218.482,0.729,2.272,114.446,0.456,215.977,53.338,172.927,0.758,2.122,92.019,0.318,54.673,57.41,9.174,8.596,71.146,54.165,83.448,1
19,218.495,0.77,1.816,111.977,0.832,219.042,47.429,242.017,0.874,2.453,70.152,0.959,54.676,61.164,8.989,9.056,52.61,54.522,80.301,0
26,218.5,0.775,2.455,133.845,0.464,180.816,58.368,249.643,0.774,2.552,100.589,0.676,55.737,58.416,8.639,8.523,80.742,71.59,66.236,1
13,218.508,0.597,2.508,120.379,0.432,191.989,53.139,224.611,0.911,2.344,119.228,0.59,56.481,56.418,8.854,8.435,71.683,61.929,77.342,1
28,218.513,0.502,1.85,158.698,0.52,179.055,54.349,258.413,1.073,2.793,125.473,0.717,48.982,58.536,8.9,7.872,64.503,66.888,86.012,1
21,218.536,1.279,2.831,124.939,0.641,212.24,59.598,176.672,1.102,2.307,138.323,0.825,49.68,48.952,9.12,7.505,71.699,60.097,61.642,0
10,218.537,0.764,1.306,154.639,0.545,185.2,49.78,195.798,0.741,2.52,137.432,0.781,46.297,49.996,9.029,9.279,69.088,78.36,65.737,1
13,218.54,0.779,2.437,119.281,0.851,243.255,66.825,243.831,1.04,2.513,128.075,0.582,53.503,54.792,9.279,8.639,51.849,64.328,70.978,0
13,218.542,1.059,2.921,96.744,0.391,240.699,60.307,252.597,1.083,2.769,109.135,0.48,59.62,58.013,9.255,8.863,51.512,66.848,76.398,1
19,218.548,0.764,1.903,138.432,0.662,182.328,55.977,261.1,1.051,2.044,101.594,0.655,51.209,59.735,8.622,9.531,67.539,52.924,65.939,0
16,218.578,0.838,1.573,135.109,0.564,163.92,40.476,216.638,0.985,2.332,103.399,0.682,50.665,54.745,8.588,9.684,68.302,56.842,70.208,0
7,218.6,0.738,2.257,110.824,0.674,210.234,66.457,233.13,0.887,2.534,123.069,0.593,54.812,56.119,8.38,9.148,62.609,56.433,69.336,1
30,218.61,0.647,2.55,120.254,0.659,220.183,49.455,216.647,1.011,2.048,117.409,0.867,51.592,55.207,9.275,8.054,69.339,50.991,67.287,0
30,218.615,1.09,1.835,107.04,0.795,215.555,44.727,237.611,0.929,1.377,121.912,0.262,55.251,53.57,8.98,8.875,56.057,70.018,69.679,1
19,218.615,0.757,2.103,119.703,0.521,268.257,54.925,218.665,1.024,2.894,110.751,0.406,51.481,58.966,9.827,8.48,58.744,51.952,78.742,0
24,218.625,0.941,1.79,132.643,0.6,141.642,42.649,215.423,0.782,2.278,108.085,0.486,50.228,58.444,7.603,7.586,69.563,67.157,78.091,1
29,218.63,0.758,2.336,105.886,0.623,190.452,50.833,263.953,0.706,2.316,109.034,0.371,58.5,57.049,7.676,8.243,62.732,59.726,70.158,1
20,218.639,1.152,2.236,112.663,0.656,197.515,54.508,208.737,0.75,1.944,117.412,0.661,52.428,52.263,9.234,9.139,67.156,73.827,59.522,0
28,218.641,0.698,1.71,119.661,0.76,169.126,53.936,183.65,0.964,2.699,119.175,0.824,49.89,49.647,8.891,9.744,71.148,56.975,72.994,1
10,218.65,1.102,1.821,128.907,0.411,160.279,56.142,267.244,0.642,2.126,128.93,0.579,54.599,56.624,7.846,8.425,71.735,76.715,67.547,0
21,218.653,0.507,1.852,133.277,0.336,179.287,59.753,245.111,0.591,2.395,114.738,0.598,50.571,57.161,9.105,8.573,99.015,68.394,66.312,0
33,218.668,0.789,2.198,120.714,0.57,222.423,56.804,212.639,0.738,2.575,91.434,0.489,54.133,56.145,9.058,8.619,72.604,54.247,77.707,0
16,218.694,1.122,2.749,139.178,0.561,179.813,40.901,204.986,0.939,1.681,142.847,0.386,46.98,48.141,8.722,8.085,77.812,63,63.207,1
13,218.716,0.907,3.161,105.522,0.744,244.561,57.444,222.42,1.279,2.974,107.315,0.602,55.691,58.765,8.82,9.369,64.356,58.063,64.53,0
26,218.73,1.089,1.804,109.778,0.529,207.598,59.111,232.108,1.77,2.624,104.821,0.382,57.877,60.805,8.604,7.944,52.458,54.695,81.276,1
0,218.743,0.577,3.143,118.218,0.345,219.959,43.362,214.187,0.91,2.482,113.493,0.471,54.149,57.141,9.134,7.298,86.074,71.035,73.076,1
34,218.771,1.022,1.707,104.233,0.645,219.287,49.112,251.395,0.862,2.103,114.3,0.529,54.444,54.308,9.156,9.73,59.848,64.428,73.242,1
24,218.771,0.625,2.559,122.442,0.427,194.357,50.256,212.947,0.47,2.047,141.649,0.47,56.188,52.343,8.913,8.612,71.375,64.859,78.795,1
17,218.777,0.779,1.782,131.096,0.558,171.295,51.476,245.866,0.692,2.739,106.261,0.583,52.435,57.941,8.295,8.485,72.962,56.427,70.055,0
20,218.778,0.636,1.769,91.649,0.487,218.166,44.358,260.946,0.525,1.782,125.417,0.386,61.853,53.676,9.231,9.003,64.21,83.255,82.901,0
13,218.785,0.75,2.643,89.235,0.416,223.509,53.548,233.572,0.816,1.932,125.53,0.285,58.567,53.564,8.557,8.09,58.559,72.337,71.226,1
24,218.791,0.942,2.024,94.104,0.738,196.78,53.46,205.78,1.186,2.678,113.768,0.896,51.119,54.507,9.101,8.374,77.708,71.615,68.762,0
13,218.791,1.006,3.016,96.004,0.892,247.151,54.638,251.317,0.561,2.386,110.911,0.784,57.444,53.274,8.59,9.342,56.284,68.714,67.029,1
24,218.795,0.706,2.642,85.679,0.424,228.977,52.93,226.99,0.694,2.014,125.105,0.454,58.026,54.796,8.609,7.944,57.34,80.981,70.259,0
38,218.806,0.937,1.933,108.377,0.676,213.697,52.206,245.361,0.954,2.228,117.598,0.666,54.153,56.071,9.211,9.482,60.556,68.147,78.829,1
26,218.807,0.957,2.15,117.28,0.479,191.763,49.802,253.663,0.56,2.131,104.573,0.565,54.759,57.663,8.605,9.201,58.799,73.974,76.895,0
15,218.814,1.321,2.749,112.835,0.598,219.759,41.106,236.877,0.682,1.884,143.181,0.64,54.821,50.326,8.807,9.561,48.09,73.209,70.297,0
28,218.828,1.04,3.498,113.115,0.56,206.258,37.891,181.421,0.69,2.569,124.816,0.356,57.468,50.349,8.224,9.147,63.197,59.737,69.653,1
24,218.842,1.272,2.262,93.283,0.896,200.117,54.233,195.85,1.055,2.229,135.591,0.483,57.519,49.325,8.842,8.1,68.434,56.431,66.847,1
41,218.882,0.79,2.899,84.354,0.553,214.649,47.586,224.432,0.821,1.992,126.053,0.556,58.215,54.061,8.235,7.745,58.573,85.534,65.895,0
24,218.889,0.735,2.306,120.837,0.614,235.635,58.558,205.109,0.81,2.133,93.819,0.51,54.023,59.199,9.022,9.381,70.543,64.688,74.696,0
19,218.893,0.328,2.682,117.784,0.574,205.531,48.522,244.561,0.526,2.167,119.04,0.531,53.741,53.845,9.139,9.703,67.876,70.814,71.631,0
21,218.907,1.07,1.346,150.398,0.514,179.423,51.586,199.805,0.938,2.177,96.797,0.551,48.42,54.599,8.955,9.022,58.972,57.818,79.078,0
28,218.913,0.582,2.021,144.074,0.796,174.646,45.3,183.484,1.157,1.777,138.072,0.507,47.447,49.378,8.828,9.152,69.271,59.785,73.154,1
9,218.917,1.538,1.465,124.952,0.797,213.595,45.237,207.412,1.081,2.693,96.34,0.51,56.624,58.339,8.426,9.127,60.58,63.164,65.797,1
14,218.93,1.215,2.081,124.081,0.655,217.977,44.998,222.642,1.024,2.239,105.798,0.739,52.204,56.686,8.813,9.035,68.018,59.157,85.233,0
38,218.95,0.763,2.309,142.295,0.575,196.345,53.644,255.988,1.117,2.123,124.894,0.73,50.959,55.224,8.687,8.411,70.266,64.05,53.264,0
19,218.963,1.144,3.989,87.714,0.585,283.525,59.487,231.61,1.16,2.181,112.401,0.66,62.047,58.168,9.59,8.21,50.737,59.663,71.958,1
35,218.966,1.172,2.214,88.442,1.288,225.874,55.528,195.291,1.35,1.43,152.975,0.649,62.379,48.082,8.503,8.481,61.717,68.799,75.706,0
37,218.968,1.153,2.146,134.346,0.359,175.589,57.715,252.469,0.86,1.875,145.005,0.248,54.276,53.076,8.252,8.919,73.346,67.479,66.365,1
0,218.985,0.9,3.156,107.066,0.621,235.668,39.94,209.342,1.213,3.101,136.425,0.581,58.496,52.874,9.183,10.012,62.091,74.828,75.575,1
17,218.988,0.868,2.755,116.27,0.719,186.524,49.489,290.387,0.807,2.619,100.683,0.756,57.869,62.343,8.22,8.295,63.779,72.698,71.504,1
25,218.992,0.782,3.058,110.752,0.627,247.596,60.409,247.081,0.656,2.835,91.024,0.488,56.736,60.567,9.557,9.217,52.64,61.642,78.542,0
14,218.994,1.087,2.273,123.234,0.68,175.971,54.432,186.922,0.988,2.028,138.779,0.524,54.378,49.925,8.324,9.348,62.656,56.68,74.773,0
24,218.994,0.977,1.742,118.555,0.717,205.455,53.527,212.574,0.979,2.435,121.501,1.332,52.297,53.286,8.941,7.753,65.47,67.86,74.684,1
34,219.005,0.797,2.484,129.532,0.634,159.345,46.309,228.633,0.777,1.803,123.713,0.26,54.208,53.063,8.094,8.185,66.635,70.992,78.509,0
17,219.012,0.999,1.879,98.749,0.808,234.94,37.205,227.457,0.869,1.686,115.541,0.578,58.781,53.23,8.857,9.433,55.114,69.604,73.179,0
36,219.021,1.156,2.21,139.403,0.489,182.333,67.141,204.469,0.962,2.22,96.334,0.724,53.777,55.526,9.047,9.516,67.913,61.927,74.232,1
35,219.03,0.623,2.979,122.734,0.566,166.476,58.732,251.325,1.009,1.984,114.478,0.339,52.971,55.423,8.186,9.218,65.189,71.659,62.029,0
14,219.03,1.094,2.513,115.74,0.479,203.304,49.754,230.189,0.595,2.519,111.406,0.447,55.327,56.301,8.688,8.188,57.784,78.608,77.079,1
39,219.031,1.386,3.264,76.255,1.047,199.479,55.093,210.676,1.054,1.929,112.595,0.754,63.279,52.672,7.929,8.63,51.05,66.39,73.999,1
19,219.036,0.562,2.297,121.401,0.658,182.992,50.413,212.585,0.792,1.626,114.011,0.636,54.622,53.455,9.253,9.413,78.915,61.903,70.573,1
16,219.041,1.191,2.197,114.475,0.716,199.147,50.508,223.217,1.06,2.423,126.302,0.956,50.746,51.892,8.64,8.892,64.066,74.363,58.238,0
14,219.062,0.74,2.057,125.197,0.486,231.664,57.389,207.889,0.67,2.403,94.761,0.542,53.989,57.315,9.335,9.468,71.566,63.892,79.246,1
25,219.091,0.732,2.876,89.941,0.517,212.781,50.173,250.553,1.021,2.203,94.763,0.399,57.691,62.071,8.228,7.971,56.817,66.516,61.077,0
7,219.097,1.188,1.637,106.468,0.554,229.957,49.543,199.941,0.953,2.556,83.118,0.522,54.318,59.907,9.291,8.357,64.144,53.918,77.972,1
7,219.107,1.017,2.607,113.539,0.674,242.62,59.204,199.859,1.108,2.791,112.786,0.663,54.928,55.084,9.209,9.452,57.382,57.829,66.852,1
20,219.109,0.745,2.25,84.842,0.475,223.657,45.354,186.247,0.793,2.737,112.215,0.398,58.222,55.074,8.673,8.553,52.718,48.805,88.95,0
19,219.147,1.406,1.698,125.647,0.857,206.724,49.609,252.473,0.918,2.623,99.095,0.34,57.357,59.133,8.3,9.997,57.922,52.757,67.892,0
31,219.151,0.885,2.585,100.905,0.769,203.383,61.6,231.102,1.077,2.908,97.269,0.709,56.652,57.754,8.819,9.178,52.467,57.437,71.418,1
33,219.172,0.921,2.68,108.946,0.657,238.332,72.33,234.752,0.917,2.299,125.574,0.455,54.619,53.013,9.471,9.098,65.439,68.064,72.954,0
38,219.184,0.571,2.867,154.752,0.336,198.723,65.781,229.323,0.744,2.376,114.992,0.436,47.173,56.179,9.104,9.005,62.667,56.161,85.101,1
10,219.201,0.961,2.186,125.714,0.692,177.092,54.739,194.576,1.159,2.717,123.843,1.184,54.081,53.582,8.462,8.19,64.123,62.276,72.02,1
30,219.202,0.843,2.494,131.069,0.526,216.545,59.217,229.917,1.241,2.114,110.124,0.6,51.947,58.258,8.788,8.54,66.109,57.43,45.201,0
40,219.202,1.467,3.118,84.907,0.716,284.459,47.194,238.943,0.727,2.225,132.565,0.503,60.41,52.567,9.805,9.067,56.915,58.222,77.008,0
17,219.21,0.782,1.75,145.616,0.453,199.557,47.531,185.285,0.587,2.168,127.447,0.652,48.801,48.358,9.66,9.452,88.698,64.189,54.818,1
13,219.218,1.132,2.823,96.087,0.631,237.008,59.232,236.838,0.457,2.381,128.865,0.867,56.936,50.428,8.702,9.425,58.821,66.997,63.724,1
38,219.223,0.755,2.493,93.773,0.572,265.725,57.815,191.506,0.784,2.782,106.157,0.612,59.534,54.246,9.29,9.508,50.862,67.565,61.313,1
15,219.227,0.834,2.317,107.19,0.566,183.165,48.903,213.452,0.665,2.452,129.964,0.296,56.732,52.317,8.4,8.588,65.941,57.123,70.611,1
26,219.274,0.81,2.821,152.181,0.529,207.323,53.473,242.394,0.821,1.925,132.878,0.547,51.497,53.462,9.024,8.667,60.48,66.087,73.785,1
13,219.289,1.141,1.902,115.937,0.461,190.114,50.817,222.889,0.743,2.368,94.879,0.563,52.882,55.804,9.127,8.419,82.236,57.934,75.647,0
16,219.29,0.906,2.201,102.659,0.371,251.534,66.593,262.915,0.712,2.291,99.363,0.414,57.393,58.997,9,9.094,63.785,71.202,51.731,0
18,219.293,1.078,2.826,105.866,0.348,247.28,59.359,247.452,0.849,2.186,107.485,0.401,54.566,57.077,9.73,9.936,63.333,69.662,81.979,1
13,219.299,0.965,1.704,98.774,0.72,232.27,35.193,223.965,0.914,1.572,115.046,0.608,58.436,52.843,8.84,9.332,58.472,74.796,72.829,1
6,219.301,1.247,3.078,95.853,1.01,198.969,63.451,179.461,1.034,1.62,102.25,0.632,59.114,53.931,8.243,9.629,56.782,61.946,68.3,1
31,219.301,0.866,1.912,101.983,0.737,186.023,57.037,175.228,0.649,2.268,106.023,0.494,54.811,51.609,9.125,9.328,66.615,65.426,72.575,1
26,219.301,1.119,2.041,94.353,0.729,194.212,52.588,237.703,0.741,2.535,113.314,0.512,58.154,55.599,8.156,8.548,62.137,53.998,81.817,0
20,219.317,1.033,2.066,103.656,0.446,238.403,61.965,252.244,0.793,2.073,94.607,0.462,59.9,59.326,9.256,9.07,49.27,64.596,84.495,1
17,219.319,1.018,2.154,124.048,0.577,257.181,59.44,218.298,1.074,3.187,101.762,0.7,51.694,59.584,9.633,8.456,52.027,56.3,78.1,1
27,219.333,1.162,2.072,95.9,0.57,249.309,69.54,234.47,0.884,2.385,109.148,0.577,58.82,60.133,8.921,7.997,65.186,48.178,63.169,0
33,219.336,0.916,2.638,98.266,0.553,215.226,49.389,212.304,0.663,2.449,122.739,0.483,54.953,51.587,8.652,9.237,71.24,78.99,73.738,1
36,219.345,0.789,2.008,138.296,1.116,241.906,50.583,235.294,0.827,2.52,123.365,0.663,50.051,52.871,9.119,8.323,68.163,65.092,66.266,1
49,219.352,0.68,1.814,140.719,0.644,179.54,55.559,218.889,1.362,2.009,122.489,0.614,49.885,53.214,9.063,8.285,85.55,64.965,73.85,1
14,219.355,1.066,2.289,100.947,0.773,224.101,56.552,195.95,1.21,2.292,118.044,0.709,56.232,51.207,8.97,8.696,63.26,65.101,51.704,1
38,219.38,0.719,2.237,139.365,0.474,199.073,51.62,271.544,0.921,2.12,121.91,0.833,48.569,57.022,9.559,8.97,76.913,57.892,75.609,1
34,219.382,0.68,2.459,122.783,0.675,211.695,51.281,253.312,0.934,1.718,102.52,0.549,50.986,57.406,9.21,8.652,66.143,67.755,71.039,1
21,219.402,1.056,2.575,99.724,0.619,237.01,59.48,247.543,0.813,2.093,115.995,0.732,56.317,55.31,8.961,9.546,66.117,68.406,71.749,1
7,219.403,0.621,1.634,147.632,0.573,169.644,58.253,228.483,0.582,2.025,112.986,0.574,50.439,57.315,8.609,8.354,77.499,65.322,63.035,1
37,219.406,0.472,2.28,118.283,0.554,218.498,57.665,230.709,0.965,2.284,113.638,0.636,54.281,55.119,9.217,8.954,64.217,66.674,67.566,1
41,219.409,0.939,1.532,126.436,0.465,171.203,38.301,221.847,1.376,2.344,116.102,0.674,51.888,56.952,8.574,8.76,65.346,68.231,67.803,0
23,219.41,1.188,1.585,103.619,0.514,228.991,52.376,195.893,0.878,1.959,134.569,0.443,54.507,48.628,9.315,8.49,64.264,52.87,75.623,0
23,219.422,0.885,1.953,115.029,0.387,155.12,48.797,241.173,0.71,2.818,124.044,0.813,55.993,55.676,7.58,8.043,68.919,65.962,82.123,0
6,219.427,1.069,2.222,92.156,0.786,237.444,61.944,207.972,0.922,2.207,103.357,0.731,60.769,52.524,8.804,8.056,63.907,55.108,70.644,0
41,219.428,0.87,1.857,140.832,0.571,208.383,50.485,249.177,0.841,1.75,121.769,0.788,49.896,50.766,9.806,9.612,83.978,78.421,63.144,0
20,219.432,0.67,1.772,121.083,0.65,166.383,45.661,223.54,0.62,2.72,132.703,0.531,54.844,52.852,8.174,8.789,73.05,67.911,64.257,1
16,219.465,1.066,2.335,116.321,0.564,231.103,60.145,240.465,0.77,1.123,127.472,0.307,57.482,51.611,8.886,8.813,60.345,78.1,67.622,1
9,219.477,1.056,3.051,96.564,0.67,227.231,55.889,271.898,0.746,2.252,97.621,0.724,61.305,60.701,8.469,9.111,51.161,60.194,67.126,0
19,219.48,0.567,2.453,124.481,0.488,190.914,56.046,227.373,0.662,2.121,111.845,0.751,56.383,57.607,8.403,7.696,77.708,68.94,69.76,0
38,219.481,1.016,2.076,119.708,0.677,205.712,56.316,241.339,0.987,2.246,126.549,0.419,52.478,55.343,8.964,8.595,67.609,72.523,72.454,0
21,219.485,0.931,2.534,129.375,0.534,216.634,59.199,205.637,0.858,1.879,128.732,0.428,51.647,48.948,8.927,9.43,63.487,65.436,51.201,1
30,219.486,0.712,1.807,128.736,0.481,188.866,56.545,235.949,0.788,2.35,110.414,0.607,52.262,55.08,8.65,9.766,70.545,72.758,66.765,0
20,219.492,1.111,2.614,96.975,0.718,237.26,69.312,187.812,1.077,2.367,100.203,0.578,60.309,55.981,9.769,9.145,64.983,58.652,60.156,0
33,219.498,0.885,2.618,97.744,0.506,208.73,49.04,234.003,0.918,2.135,119.216,0.614,60.895,56.242,8.464,8.081,63.366,58.799,84.35,1
10,219.513,1.003,3.555,88.175,0.802,226.221,53.981,250.032,1.332,1.982,101.757,0.267,62.85,60.499,8.314,8.661,49.557,55.534,69.704,0
23,219.515,0.918,2.422,99.414,0.341,209.712,56.552,231.18,0.708,2.323,134.935,0.633,58.628,55.901,8.665,8.855,68.38,83.351,73.688,1
19,219.525,1.477,2.239,91.284,0.711,238.591,58.024,222.525,0.76,2.589,106.865,0.751,60.094,56.097,9.155,8.945,62.225,64.15,65.099,0
16,219.534,1.002,2.678,98.449,0.288,165.821,40.679,234.337,0.804,2.021,114.894,0.678,56.74,56.572,7.976,8.354,68.686,61.456,87.51,1
39,219.544,1.119,3.597,101.395,0.47,257.525,47.907,234.675,0.729,2.63,115.973,0.408,61.237,51.825,9.564,9.286,56.915,75.302,70.347,1
